# NosTale NPC Talk List Files by idylos
% 1
t zts1e
s 0
c <list>
c <end>
b zts17695e  . n_talk 11 0&@
b zts3677e  . shopping 3 0
b zts7087e  . n_run 14 0
b zts3678e  . n_talk 1 0
b zts16037e  . n_talk 8 0&@
b zts16038e  . n_talk 7 0&@
b zts4759e  . n_run 3000 0
b zts4760e  . n_talk 100 0
s 1
c <sound=100>
c <img=5001>
c zts14e
c <end>
b zts15e  . n_talk 2 0
b zts16e  . n_talk 3 0
b zts17e  . n_talk 5 0
b zts18e  . n_talk 6 0
b zts13e  . n_talk 100 0
s 2
c <img=5001>
c <sound=101>
c zts19e
c <sound=102>
c zts20e
c <sound=103>
c zts21e
c <img ilst=-1>	zts22e
c <sound=104>
c zts23e
c <sound=105>
c zts24e
c <sound=106>
c zts25e
c <sound=107>
c zts26e
c <end>
b zts27e  . n_talk 1 0
s 3
c <img=5001>
c <sound=108>
c zts28e
c <img ilst=-1>	zts29e
c <sound=109>
c zts30e
c <sound=110>
c zts31e
c <img ilst=-1>	zts32e
c <sound=111>
c zts33e
c <sound=112>
c zts34e
c <end>
b zts35e  . n_talk 1 0
s 4
c <img=5001>
c <sound=113>
c zts36e
c <end>
b zts37e  . shopping 10 0
b zts38e  . shopping 11 0
b zts39e  . shopping 12 0
s 5
c <img=5001>
c <sound=114>
c zts40e
c <sound=115>
c zts41e
c <sound=116>
c zts42e
c <sound=117>
c zts43e
c <sound=118>
c zts44e
c <sound=119>
c zts45e
c <sound=120>
c zts46e
c <end>
b zts27e  . n_talk 100 0
s 6
c <img=5001>
c <sound=121>
c zts47e
c <img ilst=-1>	zts48e
c <sound=122>
c zts49e
c <sound=123>
c zts50e
c <sound=124>
c zts51e
c <end>
b zts52e  . n_talk 0 0
s 7
c <img=5001>
c <img ilst=301>	zts16039e
c <img=9999>
c <end>
b zts16038e  . n_run 6015 0
b zts16040e  . n_talk 100 0
s 8
c <img=5001>
c <img ilst=301>	zts16041e
c <img=9999>
c <img=5001>
c <img ilst=301>	zts16042e
c <img=9999>
c <end>
b zts16043e  . n_talk 9 0
b zts16044e  . n_talk 10 0
b zts3680e  . n_talk 100 0
s 9
c <img=5001>
c <img ilst=301>	zts16045e
c <img=9999>
c <img=5001>
c <img ilst=301>	zts16046e
c <img=9999>
c <end>
b zts12815e  . n_talk 100 0
s 10
c <img=5001>
c <img ilst=301>	zts16075e
c <img=9999>
c <img=5001>
c <img ilst=301>	zts16048e
c <img=9999>
c <end>
b zts12815e  . n_talk 100 0
s 11
c <img=5001>
c <img ilst=301>	zts16694e
c <img=9999>
c <img=5001>
c <img ilst=301>	zts17156e
c <img=9999>
c <end>
b zts16696e  . n_run 80 0
b zts3680e  . n_talk 100 0
% 2
t zts53e
s 0
c <list>
c <end>
b zts16375e  . n_talk 3 0&@
b zts4761e  . shopping 4 0
b zts3678e  . n_talk 1 0
b zts4759e  . n_run 3000 0
b zts20168e  . n_talk 4 0&@
b zts3680e  . n_talk 100 0
s 1
c <img=5002>
c <sound=217>
c zts4762e
c <end>
b zts62e  . n_talk 2 0
s 2
c <img=5002>
c <sound=125>
c zts64e
c <sound=126>
c zts65e
c <img ilst=-1>	zts66e
c <sound=127>
c zts67e
c <img ilst=-1>	zts68e
c <sound=128>
c zts69e
c <img ilst=-1>	zts70e
c <sound=220>
c zts71e
c <sound=129>
c zts72e
c <end>
s 3
c <img=5002>
c zts16745e
c <img=5002>
c zts16746e
c <end>
b zts16747e  . n_run 92 0
b zts3680e  . n_talk 100 0
s 4
c <img=5002>
c zts20169e
c <img=5002>
c zts20170e
c <img=5002>
c zts20171e
c <img=5002>
c zts20172e
c <img=5002>
c zts20173e
c <img=5002>
c zts20174e
c <img=5002>
c zts20175e
c <img=5002>
c zts20176e
c <end>
b zts20177e  . n_run 320 0
b zts3680e  . n_talk 100 0
% 3
t zts74e
s 0
c <list>
c <end>
b zts16097e  . n_talk 33 0&@
b zts3677e  . shopping 1 0
b zts4763e  . n_talk 6 0
b zts4764e  . n_talk 8 0
b zts12802e  . n_talk 18 0&@
b zts15936e  . n_talk 18 0&@
b zts7383e  . n_talk 12 0&@KR T_KR
b zts15891e  . n_talk 14 0&@
b zts12860e  . n_talk 24 0&@
b zts7767e  . n_talk 14 0&@
b zts15987e  . n_talk 14 0&@
b zts20232e  . n_talk 29 0&@
b zts3678e  . n_talk 2 0
b zts20152e  . n_talk 14 0&@
b zts4759e  . n_run 3000 0
b zts5165e  . n_talk 11 0&@JP T_JP
b zts4760e  . n_talk 100 0
s 1
c <end>
s 2
c <img=5000>
c <sound=130>
c zts102e
c <end>
b zts104e  . n_talk 4 0
b zts13e  . n_talk 100 0
s 3
c <end>
b zts101e  . n_talk 100 0
s 4
c <img=5000>
c <sound=131>
c zts119e
c <sound=132>
c zts120e
c <img ilst=-1>	zts121e
c <sound=133>
c zts122e
c <sound=134>
c zts123e
c <img ilst=-1>	zts124e
c <sound=135>
c zts125e
c <sound=136>
c zts126e
c <img ilst=-1>	zts127e
c <sound=137>
c zts128e
c <img ilst=-1>	zts129e
c <sound=138>
c zts130e
c <end>
b zts101e  . n_talk 100 0
s 5
c <img=5000>
c <sound=139>
c zts8242e
c <img=9999>
c <end>
b zts8243e  . n_run 1 1
b zts8244e  . n_run 1 2
b zts8245e  . n_run 1 3
b zts101e  . n_talk 100 0
s 6
c <img=5000>
c zts8246e
c zts8247e
c zts8248e
c zts8249e
c zts8250e
c <img=9999>
c <img ilst=-1> zts8251e
c <img=5000>
c zts8252e
c zts8253e
c zts12803e
c zts8256e
c <img=9999>
c <end>
b zts8257e  . n_talk 5 0
b zts8258e  . n_talk 100 0
s 8
c <img=5000>
c <sound=146>
c zts156e
c <sound=147>
c zts157e
c <end>
b zts158e  . n_run 23 0
b zts159e  . n_run 23 1
b zts160e  . n_talk 9 0
b zts161e  . n_talk 10 0
b zts162e  . n_talk 100 0
s 9
c <img=5000>
c zts163e
c <img=9999>
c <img=5000>
c zts164e
c <img=9999>
c <img=5000>
c zts165e
c zts12804e
c <img=9999>
c <img=5000>
c zts12805e
c zts12834e
c zts12838e
c <img=9999>
c <img=5000>
c zts167e
c <end>
b zts168e  . n_talk 8 0
s 10
c <img=5000>
c <sound=154>
c zts169e
c <sound=155>
c zts170e
c <sound=156>
c zts171e
c <sound=157>
c zts172e
c <sound=158>
c zts5695e
c <sound=159>
c zts174e
c <sound=160>
c zts175e
c <sound=161>
c zts176e
c <sound=162>
c zts177e
c <sound=163>
c zts178e
c <end>
b zts168e  . n_talk 8 0
s 11
c zts5166e
c zts5167e
c zts5168e
c zts5169e
c zts5170e
c zts5171e
c zts5172e
c <end>
b zts5173e  . n_run 31 5
b zts101e  . n_talk 100 0
s 12
c <img=5000>
c <img ilst=300>	zts7384e
c <img=9999>
c <end>
b zts7385e  . n_run 155 0
b zts7386e  . n_talk 100 0
s 13
c <img=5000>
c <img ilst=300>	zts7755e
c <img ilst=300>	zts7756e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts7757e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts7758e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts7759e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts7760e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts7761e
c <img ilst=300>	zts7762e
c <img ilst=300>	zts7763e
c <img ilst=300>	zts7764e
c <img=9999>
c <end>
b zts7765e  . n_run 31 12
b zts7766e  . n_talk 100 0
s 14
c <img=5000>
c <img ilst=300>	zts20153e
c <img ilst=300>	zts20154e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts20155e
c <img=9999>
c <end>
b zts20156e  . n_talk 15
b zts7772e  . n_talk 16
b zts20157e  . n_talk 17
b zts7766e  . n_talk 100 0
s 15
c <img=5000>
c <img ilst=300>	zts20158e
c <img ilst=300>	zts15898e
c <img ilst=300>	zts20159e
c <img=9999>
c <end>
b zts7776e  . n_run 36 0
b zts7766e  . n_talk 100 0
s 16
c <img=5000>
c <img ilst=300>	zts15900e
c <img ilst=300>	zts15901e
c <img=9999>
c <end>
b zts7776e  . n_run 37 0
b zts7766e  . n_talk 100 0
s 17
c <img=5000>
c <img ilst=300>	zts20160e
c <img ilst=300>	zts20161e
c <img=9999>
c <end>
b zts7776e  . n_run 38 0
b zts7766e  . n_talk 100 0
s 18
c <img=5000>
c <img ilst=300>	zts18171e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts16050e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts16051e
c <img=9999>
c <end>
b zts12809e  . n_talk 19 0
b zts16052e  . n_talk 28 0
b zts16053e  . n_talk 20 0
b zts12811e  . n_talk 21 0
b zts3680e  . n_talk 100 0
s 19
c <img=5000>
c <img ilst=300>	zts16054e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts16749e
c <img=9999>
c <end>
b zts12815e  . n_talk 100 0
s 20
c <img=5000>
c <img ilst=300>	zts16057e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12836e
c <img=9999>
c <end>
b zts16058e  . n_run 6013 0
b zts17371e  . n_run 129 0
b zts12819e  . n_talk 100 0
s 21
c <img=5000>
c <img ilst=300>	zts12820e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts16059e
c <img=9999>
c <end>
b zts12822e  . n_run 6014 0
b zts17372e  . n_run 130 0
b zts12819e  . n_talk 100 0
s 24
c <img=5000>
c <img ilst=300>	zts12889e
c <img=9999>
c <end>
b zts12890e  . n_talk 25 0
b zts12892e  . n_talk 26 0
b zts12891e  . n_talk 27 0
b zts12893e  . n_talk 100 0
s 25
c <img=5000>
c <img ilst=300>	zts12894e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12895e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12896e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12897e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12898e
c <img=9999>
c <end>
b zts12899e  . n_talk 24 0
s 26
c <img=5000>
c <img ilst=300>	zts12900e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12901e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12902e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12903e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12904e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12905e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12906e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12907e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12908e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12909e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12910e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12911e
c <img=9999>
c <img=5000>
