#데이타 형식
# 인덱스 상점타입번호...(최대 6개)
#상점 타입 목록
#1 무기 - 무기
#2 의상 - 방어구
#3 기타장비 - 장갑, 신발
#4 강화 - 장비 강화
#5 파트너장비 - 파트너 장비
#6 지르기 - 장비 지르기
#7 음식 - 음식
#8 요리 - 요리
#9 악세사리상점 - 악세사리
#10 악세사리옵션추가 - 옵션 부여
#11 연금술상점 - 마법물품
#12 저항력합성 - 저항력 합성
#13 연금술생산 - 연금술
#14 미니랜드구조물 상점 - 미니랜드
#15 교육 - 교육
#16 베이스스킬 - 스킬
#17 장비상점 - 장비
#18 잡화 - 잡화
#19 펫/파트너 - 펫/파트너
#20 스페셜리스트카드 - 카드강화
#21 연금술생산 - 프로즌크라운, ACT4
#22 Nostale SE - 아이템분해
#23 Nostale SE - 셀론강화
#24 Nostale SE - 장비 보호스크롤(강화)
#25 Nostale SE - 장비 보호스크롤(지르기)
#26 Nostale SE - 하급카드강화 스크롤
#27 Nostale SE - 상급카드강화 스크롤
#28 Nostale SE - 무기 방어구 조합
#29 Nostale SE - 신발 장갑 조합
#30 Nostale SE - 악세사리 조합
#31 Nostale SE - 무기 방어구 조합
#32 Nostale SE - 잡화
#33 Nostale SE - 재료분해
#34 Nostale SE - 건축물 생산
#35 Nostale Act5 - 유물감정
#36 Nostale Act5 - 문장보상
#37 Nostale Act5 - 요리
#38 Nostale Act5 - 대장장이
#39 Nostale Act5 - NEW유물감정(이벤트용)
#40 Nostale Act5 - 꼬닭 카드 강화 스크롤(이벤트용)
#41 Nostale Act5 - 패밀리 창고 관리원
#42 Nostale Act5 - 캡틴 잭스패논
#43 Nostale Act5 - 파자마 카드 강화 스크롤(이벤트)
#44 Nostale Act5 - 자자마루 카드 강화 스크롤
#45 스페셜리스트카드 - 플러스 카드강화
#51 아레나전용관 - 아레나
#52 토리미니게임 - 수집가 아쿤(도토리교환)
#53 토리미니게임 - 수집가 아쿤(토리변신)
#54 캡틴 코스튬 카드 강화
#55 골든 장비 보호 스크롤
#56 사라카엘
#57 릴리트
#58 신규스페셜리스트카드캐리어
#59 박씨네 첫째 아들
#60 박씨네 둘째 아들
#61 박씨네 셋째 아들
#62 지나가는 나그네
#63 수상한 호랑이
#64 주식회사 용궁
#65 수상한 조직
#66 명성 보급병(무기)
#67 명성 보급병(갑옷)
#68 명성 보급병(신발장갑)
#69 명성 보급병(악세)
#70 펠리체교단 보급 사제
#71 펠리체교단 변환 사제
#72 각성된 지나스 알
#73 각성된 에레니아 알
#74 각성된 페르논 알
#75 보급 티켓 교환
#76 코스튬 외형 변환
#77 도토리 교환
#78 은행
#79 무지개 상점
#80 타투 도안 제작
#81 광물 제작
#82 룬 문자 세공
#83 타투 시술
#84 타투 강화
#85 룬 세공 성공 기원 스크롤
#86 룬 세공 성공 기원 부적용
#87 룬 세공 성공 기원 스크롤(일반 성공확률 없음)
#88 하늘탑 코인 상점
#89 낚시 상점
#90 요리 전문 상점
#91 용의 카드 보호 스크롤
#92 강력한 룬 세공 성공 스크롤
#93 스페셜리스트 날개 퓨전
#94 파트너 스페셜리스트 카드 퓨전
#95 조련사 전문 상점
#에릴카운터
1 14
#셀빅 비기너
2 15 16
#빌 스미스
3 1 2 3 4 5
#모건 스미스
4 6
#셀로인 빈티지
5 9 10
#벨로티카 티어
6 7 8
#라울 앤디넬
7 11 12 13 20 45 94
#쿠르카르벤
8 17
#힘쎈고참광부
9 14
#강한 광부반장
10 18
#마리 명품샵
11 9
#2번째 스킬상점
12 15 16
#보호스크롤을 위한것
13 4 6
#카드강화스크롤을 위한것
14 20
#아놀드 마틴 - 무기상점
15 1 3 4 6
#아이작 마틴 - 갑옷상점
16 2 12
#노엘로사 - 잡동상상점
17 18
#필립스 라이언 - 연금술사
18 11 21 20 45 94
#앨리스그린 - 옵션부여
19 9 10
#마가렛 아줌마 - 음식판매
20 7
#에드워드 알버트 - 미니랜드관련
21 5 14
#알프레드 시슬리 - 스킬관련
22 15 16
#헤밀 아이스더시트 - 헤밀의 마법사길드
23 11 21 20 45 94
#아멜리아 벨우드 - 얼음상점
24 18 5
#프로즌서버 - 임시상점
25 1 2 3
#새로운 보호스크롤을 위한것
26 24 25
#새로운 하급카드강화스크롤
27 26 
#새로운 상급카드강화스크롤
28 27
#어중이 상점
29 14 34
#Nostale_SE 루카스 프로스트웰 상점
30 18
#Nostale_Act5 고고학자 유물감정
31 35
#Nostale_Act5 고고학자 유물감정
32 36
#Nostale_Act5 고고학자 유물감정
33 36
#Nostale_Act5 고고학자 유물감정
34 36
#Nostale_Act5 요리점
35 7 37
#Nostale_Act5 대장장이
36 38 5 3
#Nostale_Act5 마법용품점
37 11 20 13 45 94
#Nostale_Act5 스킬샵
38 16
#Nostale_Act5 액세서리 샵
39 9 10
#Nostale_Act5 땜장이
40 4 6 12
#Nostale_SE 하마꿍 집사
42 32
#Nostale_SE 레일라
44 32
#Nostale_SE 위탁판매 관리인
45 32
#Nostale_SE 조사원 모하메드
46 39
#꼬닭 카드 강화 스크롤(이벤트)
47 40
#패밀리 기능 관리원
48 41
#캡틴 잭스패논
49 42
#파자마 카드 강화 스크롤(이벤트)
50 43
#자자마루 카드 강화 스크롤
51 44
#대마법사 칸
52 45
#눈의요정 위니
53 46
#블루메지션 메테르
54 47
#수상한 빙하
55 48
#배틀 태그 아레나
56 49
#황금사자 아레나
57 50
#아레나 보급병
58 51
#수집가 아쿤
59 52 53
#캡틴 코스튬 카드 강화
60 54
#골든 장비 보호 스크롤
61 55
#사라카엘
62 56
#릴리트
63 57
#신규스페셜리스트카드캐리어
64 58
#박씨네 첫째 아들
65 59
#박씨네 둘째 아들
66 60
#박씨네 셋째 아들
67 61
#지나가는 나그네
68 62
#수상한 호랑이
69 63
#주식회사 용궁
70 64
#수상한 조직
71 65
#명성 보급병
72 66 67 68 69
#펠리체교단 보급
73 32
#펠리체교단 변환
74 28
#각성된 지나스 알
75 72
#각성된 에레니아 알
76 73
#각성된 페르논 알
77 74
# 미스틱 보급 티켓 변환(미사용)
78 56
#코스튬 외형 변환
79 76
#도토리 교환
80 77
#은행
81 78
#무지개 상점
82 79
#타투이스트 추리스고
83 80 83 84
#장비상점 로고토르
84 18 81 5
#패션잡화 리수키르
85 9 10
#음식 상점
86 7 8
#연금술사 피키디르
87 11 12 13 20 45 94
#룬 문자 세공 장인 마르타스
88 82 4 6
#룬 세공 성공 기원 스크롤용
89 85
#룬 세공 성공 기원 부적용
90 86
