zts1e	Všeobecné efekty
zts21196e	Chrání Tì magie ledového draka.
zts21197e	Draèí Hbitost
zts21198e	Draèí magie z brnìní vylepšuje Tvé schopnosti.
zts21199e	Dìsivá Pøítomnost
zts21200e	Ohromující síla draka Ti stìí dovolí se pohnout.
zts21201e	Slabı Draèí Jed
zts21202e	Valehirùv jed koluje ve Tvıch ilách. Pro odstranìní efektu pouij lektvar proti jedu. Pokud bude nìkterı z Valehirovıch oponentù zasaen tímto debuffem, obdrí Valehir buff Síla Rozkladu.
zts21203e	Morovı Dech Zombie Draka
zts21204e	Valehirùv silnı jed Tì pøipraví o smysly.
zts21205e	Mlha Strachu
zts21206e	Z husté mlhy Ti bìhá mráz po zádech. Zmizí, jakmile pouiješ energii zombie draka.
zts21207e	Síla Rozkladu
zts21208e	Síla Rozkladu posiluje Valehira, pokud je jedna z jeho obìtí zasaena debuffem Slabı Draèí Jed.
zts21209e	Mlnı Štít
zts21210e	Hustá mlha èiní Valehira neporazitelnım.
zts21211e	Mrazivá Bašta
zts21214e	Slabé Mrazivé Øetìzy
zts21215e	Tvé Tìlo je spoutáno ledovımi øetìzy Alzanorovy mrazivé magie.
zts21216e	Štiplavı Chlad
zts21217e	Z Alzanorovy síly Ti doslova tuhne krev v ilách.
zts21218e	Promoèenı na Kost
zts21219e	Jak led taje, je z Tvého tìla vysávána poslední špetka síly, a Ty jsi zmrzlı a do morku kostí.
zts21220e	Bezmocnı
zts21221e	Alzanor pouil veškerou svou mrazivou magii a stal se slabım a zranitelnım.
zts21222e	Deflektor Mrazu
zts21223e	Absorbuje Alzanorovu mrazivou magii. Zabraòuje poškození z Alzanorovıch útokù.
zts21225e	Stínovı Oheò
zts21226e	Asgobasùv ohnivı a stínovı dech Tì pohlcuje.
zts21227e	Magická Recyklace
zts21228e	Asgobas stoupá do vzduchu, kde absorbuje èerstvou magii a zvyšuje svou sílu.
zts21229e	Parazitickı Draèí Hostitel
zts21230e	Obsahuje jedno z Asgobasovıch vajec.
zts21231e	Draèí Parazit
zts21232e	Alzanor zahalí své tìlo do ledu a léèí se.
zts21233e	Tento efekt skonèí, jakmile budou poraeni všichni Alzanorovi ledoví golemové.
zts21234e	Kvùli váze se nemùeš pohnout.
zts21235e	Kletba Draèího Pána
zts21236e	Draèí Pán Asgobas na Tebe seslal kletbu. Bude odstranìna, kdy se Ti podaøí zásah s Hnìvem Draèího Pána.
zts21237e	Slabá Kletba Draèího Pána
zts21238e	Draèí Pán Asgobas na Tebe seslal kletbu.
zts21239e	Slabá Magie Draèího Pána
zts21240e	Asgobasova magie ho èiní silnìjším.
zts21241e	Magie Draèího Pána
zts21242e	Silná Magie Draèího Pána
zts21243e	Ultimátní Magie Draèího Pána
zts21244e	Magie Nemrtvého Draka
zts21245e	Magie nemrtvého draka zvyšuje Asgobasovu sílu. Efekt funguje, pouze pokud je poblí magickı nemrtvı drak.
zts21246e	Toto je energie Ohnivého Draka.
zts21247e	Toto je energie Ledového Draka.
zts21248e	Tygøí Novoroèní Poehnání
zts21249e	Lunární Køídla
zts21250e	Efekt Lunárních Køídel
zts21251e	Lunární Síla
zts21252e	Získáš sílu mìsíce a hvìzd.
zts21253e	Energie Novoroèního Magického Bílého Tygra
zts21254e	Získáš sílu Novoroèního Magického Bílého Tygra.
zts21255e	Poehnání Novoroèního Magického Bílého Tygra
zts21256e	Efekt poskytovanı Novoroèním Magickım Bílım Tygrem.
zts21257e	MP Regen Draèího Pána
zts21258e	Draèí Pán si neustále doplòuje MP.
zts21259e	Relaxant
zts21260e	Eukalyptové listy Tì uvolní.
zts21261e	Eukalyptovı Jed
zts21262e	Uklidòuje nervy.
zts21263e	Poehnání Koaly
zts21264e	Do Hajan
zts21265e	Koala pouívá eukalyptové listy, aby uspala nepøítele.
zts21266e	Poehnání Krotké Malé Snìhové Koule
zts21267e	Ohnivá Kletba
zts21268e	Silná Ohnivá Kletba
zts21269e	Mocná Ohnivá Kletba
zts21270e	Odtok Krve (Úroveò 1)
zts21271e	Odtok Krve (Úroveò 2)
zts21272e	Odtok Krve (Úroveò 3)
zts21273e	Odtok Krve (Úroveò 4)
zts21274e	Odtok Krve (Úroveò 5)
zts21275e	Odtok Krve (Úroveò 6)
zts21276e	Iracionální
zts21277e	Nepøítel je zmatenı a chová se iracionálnì.
zts21278e	Snìhová Bouøe
zts21279e	Síla Pøemìny (Úroveò 4)
zts21280e	Síla Pøemìny (Úroveò 6)
zts21281e	Síla Pevnosti (Úroveò 1)
zts21282e	Síla Pevnosti (Úroveò 2)
zts21283e	Síla Pevnosti (Úroveò 3)
zts21284e	Síla Pevnosti (Úroveò 4)
zts21285e	Síla Pevnosti (Úroveò 5)
zts21286e	Síla Pevnosti (Úroveò 6)
zts21287e	Síla Instinktu (Úroveò 1)
zts21288e	Síla Instinktu (Úroveò 2)
zts21289e	Síla Instinktu (Úroveò 3)
zts21290e	Síla Instinktu (Úroveò 4)
zts21291e	Síla Instinktu (Úroveò 5)
zts21292e	Síla Instinktu (Úroveò 6)
zts21293e	Síla Léèení (Úroveò 1)
zts21294e	Síla Léèení (Úroveò 2)
zts21295e	Síla Léèení (Úroveò 3)
zts21296e	Síla Léèení (Úroveò 4)
zts21297e	Síla Léèení (Úroveò 5)
zts21298e	Síla Léèení (Úroveò 6)
zts21299e	Síla Oèistného Brnìní (Úroveò 1)
zts21300e	Síla Oèistného Brnìní (Úroveò 2)
zts21301e	Síla Oèistného Brnìní (Úroveò 3)
zts21302e	Síla Oèistného Brnìní (Úroveò 4)
zts21303e	Síla Oèistného Brnìní (Úroveò 5)
zts21304e	Síla Oèistného Brnìní (Úroveò 6)
zts21305e	Síla Regenerace (Úroveò 1)
zts21306e	Síla Regenerace (Úroveò 2)
zts21307e	Síla Regenerace (Úroveò 3)
zts21308e	Síla Regenerace (Úroveò 4)
zts21309e	Síla Regenerace (Úroveò 5)
zts21310e	Síla Regenerace (Úroveò 6)
zts21311e	Síla Plamene (Úroveò 1)
zts21312e	Síla Plamene (Úroveò 2)
zts21313e	Síla Plamene (Úroveò 3)
zts21314e	Síla Plamene (Úroveò 4)
zts21315e	Síla Plamene (Úroveò 5)
zts21316e	Síla Plamene (Úroveò 6)
zts21317e	Síla Èistoty (Úroveò 1)
zts21318e	Síla Èistoty (Úroveò 2)
zts21319e	Síla Èistoty (Úroveò 3)
zts21320e	Síla Èistoty (Úroveò 4)
zts21321e	Síla Èistoty (Úroveò 5)
zts21322e	Síla Èistoty (Úroveò 6)
zts21323e	Síla Odolnosti (Úroveò 1)
zts21324e	Síla Odolnosti (Úroveò 2)
zts21325e	Síla Odolnosti (Úroveò 3)
zts21326e	Síla Odolnosti (Úroveò 4)
zts21327e	Síla Odolnosti (Úroveò 5)
zts21328e	Síla Odolnosti (Úroveò 6)
zts21329e	Síla Krve (Úroveò 1)
zts21330e	Síla Krve (Úroveò 2)
zts21331e	Síla Krve (Úroveò 3)
zts21332e	Síla Krve (Úroveò 4)
zts21333e	Síla Krve (Úroveò 5)
zts21334e	Síla Krve (Úroveò 6)
zts21335e	Síla Pøemìny (Úroveò 1)
zts21336e	Síla Pøemìny (Úroveò 2)
zts21337e	Síla Pøemìny (Úroveò 3)
zts21338e	Síla Pøemìny (Úroveò 5)
zts21339e	Neurotoxin (Úroveò 2)
zts21340e	Neurotoxin (Úroveò 3)
zts21341e	Neurotoxin (Úroveò 4)
zts21342e	Hrdinská Bojová Umìní Tart Hapendam
zts21343e	Zvyšuje získané zkušenosti šampióna o 75 %.
zts21344e	Asgobasova Moudrost
zts21345e	Zvyšuje získané zkušenosti šampióna.
zts21346e	Poehnání ivota
zts21347e	Kouzelná aura v Zemi ivota obnovuje HP.
zts21348e	Moudrost ivota
zts21349e	Stvoøení v Zemi ivota Tì mají hodnì co nauèit.
zts21350e	Hnìv ivota
zts21351e	Jsi plnı zuøivosti divokıch stvoøení ze Zemì ivota.
zts21352e	Element ivota
zts21353e	Kouzelná aura v Zemi ivota zesiluje ètyøi elementy.
zts21354e	Brnìní ivota
zts21355e	Kouzelná aura v Zemi ivota Tì chrání lépe ne to nejsilnìjší brnìní.
zts21356e	Poznání ivota
zts21357e	Zmatení
zts21358e	Prokletí oltáøe Tì oslabuje.
zts21359e	Pomalı
zts21360e	Pravá Forma
zts21361e	Nemotornı
zts21362e	Letargie
zts21363e	Jed
zts21364e	Vylepšené Nabití
zts21365e	Smysl pro Vznešenost
zts21366e	Máš kolem sebe aristokratickou auru.
zts21367e	Kouzelná Skoøápka
zts21368e	Chrání Tì kouzelná skoøápka.
zts21369e	Silná Kletba Laureny
zts21370e	Laurena sesílá kletbu na všechny postavy v raidu. Nemohou nadále dosáhnout plného potenciálu.
zts21371e	Adrenalin
zts21372e	V ilách Ti koluje adrenalin a zvyšuje Tvou rychlost pohybu.
zts21373e	Zvıšení Energie
zts21374e	Zvyšuje na krátkou dobu útoènou sílu.
zts21375e	Velké Zvıšení Energie
zts21376e	Retro Køídla
zts21377e	Efekt Retro Køídel
zts21378e	Otøes
zts21379e	Debuff zpùsobenı vıbuchy.
zts21380e	Zranìní z Magické Støely
zts21381e	Zranìní zpùsobené magickou støelou.
zts21382e	Elementární Kletba
zts21383e	Kletba z lesù.
zts21384e	Ledovı Mana Štítek
zts21385e	Štít ledové magické energie.
zts21392e	Energie Rybáøského Mistra
zts21393e	Zvyšuje šanci na chycení vzácné ryby.
zts21394e	Poehnání Mıvalího Ptáèka
zts21395e	Efekt poskytovanı Ochoèenım Mıvalím Ptáèkem.
zts21396e	Bambusová Rána
zts21397e	Obnovuje HP a MP pojídáním Bambusu.
zts21398e	Poehnání Malé Pandy
zts21399e	Efekt poskytovanı Malou Pandou.
zts21400e	Brnìní Caligora
zts21401e	Caligorovo silné brnìní sniuje pøíchozí poškození.
zts21402e	iviny z Bambusu
zts21403e	Buff k 15. Vıroèí
zts21404e	Opaøenı (F)
zts21405e	Opaøenı (E)
zts21406e	Opaøenı (D)
zts21407e	Opaøenı (C)
zts21408e	Opaøenı (B)
zts21409e	Opaøenı (A)
zts21410e	Opaøenı (S)
zts21411e	Neutralizované Brnìní (F)
zts21412e	Neutralizované Brnìní (E)
zts21413e	Neutralizované Brnìní (D)
zts21414e	Neutralizované Brnìní (C)
zts21415e	Neutralizované Brnìní (B)
zts21416e	Neutralizované Brnìní (A)
zts21417e	Neutralizované Brnìní (S)
zts21418e	Pøehøátí (F)
zts21419e	Pøehøátí (E)
zts21420e	Pøehøátí (D)
zts21421e	Pøehøátí (C)
zts21422e	Pøehøátí (B)
zts21423e	Pøehøátí (A)
zts21424e	Pøehøátí (S)
zts21425e	Mírné Pøehøátí (F)
zts21426e	Mírné Pøehøátí (E)
zts21427e	Mírné Pøehøátí (D)
zts21428e	Mírné Pøehøátí (C)
zts21429e	Mírné Pøehøátí (B)
zts21430e	Mírné Pøehøátí (A)
zts21431e	Mírné Pøehøátí (S)
zts21432e	Lehce Opaøenı (F)
zts21433e	Lehce Opaøenı (E)
zts21434e	Lehce Opaøenı (D)
zts21435e	Lehce Opaøenı (C)
zts21436e	Lehce Opaøenı (B)
zts21437e	Lehce Opaøenı (A)
zts21438e	Lehce Opaøenı (S)
zts21439e	Rozbité Brnìní (F)
zts21440e	Rozbité Brnìní (E)
zts21441e	Rozbité Brnìní (D)
zts21442e	Rozbité Brnìní (C)
zts21443e	Rozbité Brnìní (B)
zts21444e	Rozbité Brnìní (A)
zts21445e	Rozbité Brnìní (S)
zts21446e	Vysokı Tlak (F)
zts21447e	Vysokı Tlak (E)
zts21448e	Vysokı Tlak (D)
zts21449e	Vysokı Tlak (C)
zts21450e	Vysokı Tlak (B)
zts21451e	Vysokı Tlak (A)
zts21452e	Vysokı Tlak (S)
zts21453e	Ztráta Páry (F)
zts21454e	Ztráta Páry (E)
zts21455e	Ztráta Páry (D)
zts21456e	Ztráta Páry (C)
zts21457e	Ztráta Páry (B)
zts21458e	Ztráta Páry (A)
zts21459e	Ztráta Páry (S)
zts21460e	Aura Alituse XV (F)
zts21461e	Aura Alituse XV (E)
zts21462e	Aura Alituse XV (D)
zts21463e	Aura Alituse XV (C)
zts21464e	Aura Alituse XV (B)
zts21465e	Aura Alituse XV (A)
zts21466e	Aura Alituse XV (S)
zts21467e	Aura Prototypu Alituse (F)
zts21468e	Aura Prototypu Alituse (E)
zts21469e	Aura Prototypu Alituse (D)
zts21470e	Aura Prototypu Alituse (C)
zts21471e	Aura Prototypu Alituse (B)
zts21472e	Aura Prototypu Alituse (A)
zts21473e	Aura Prototypu Alituse (S)
zts21474e	Zlatá Orlí Køídla
zts21475e	Efekt Zlatıch Orlích Køídel
zts21476e	Poehnání Zlatıch Orlích Køídel
zts21477e	Poehnání Zlatıch Orlích Køídel vylepšuje Tvou hbitost.
zts21478e	Záøící Kopí
zts21479e	Naleštil jsi své kopí.
zts21480e	Špièaté Kopí
zts21481e	Tvé kopí má silnou špièku.
zts21482e	Ostré Kopí
zts21483e	Tvé kopí je silnìjší ne kdy døíve.
zts21484e	Pøedehøev
zts21485e	Tvá zbraò se pomalu zahøívá.
zts21486e	Ohøev
zts21487e	Tvá zbraò je horká.
zts21488e	Vysokı Ohøev
zts21489e	Tvá zbraò sálá horkem.
zts21490e	Ultra Vysokı Ohøev
zts21491e	Teplota Tvé zbranì dosáhla maxima. Nemùeš pouívat schopnosti, které zvyšují teplo.
zts21492e	Nadmìrné Gravitaèní Pole
zts21493e	Tvá gravitaèní koule je plná gravitaèní energie.
zts21494e	Nadmìrné Antigravitaèní Pole
zts21495e	Tvá gravitaèní koule je plná Antigravitaèní energie.
zts21496e	Gravitaèní Rovnováha
zts21497e	Gravitaèní a Antigravitaèní energie uvnitø Tvé gravitaèní koule se vyrovnávají.
zts21498e	Proraené Brnìní
zts21499e	Tvé brnìní je proraené.
zts21500e	Úplnì Proraené Brnìní
zts21501e	Tvé brnìní je úplnì proraené.
zts21502e	Váné Zranìní
zts21503e	Byl jsi zasaen kopím.
zts21504e	Drakonijskı Štít
zts21505e	Chrání Tvé tìlo masivním štítem.
zts21506e	Svìtlo Ochrany
zts21507e	Jsi chránìn silou svìtla.
zts21508e	Svìtlo Oèisty
zts21509e	Jsi vyléèen svatım svìtlem.
zts21510e	Znovunabití
zts21511e	Nabiješ silnìjší granáty.
zts21512e	Drakonijskı Energetickı Štít
zts21513e	Chrání Tì energetickı štít draèí magie.
zts21514e	Vysokı Tlak
zts21515e	Kvùli silné gravitaci se stìí mùeš hıbat.
zts21516e	Pøemìna Energie
zts21517e	Zesiluje Tvé tìlo pøemìnou tepla ve Tvé zbrani.
zts21518e	Spálen Draèím Dechem
zts21519e	Byl jsi zasaen ohnìm, kterı obsahuje draèí magii.
zts21520e	Zvıšená Palebná Síla
zts21521e	Tvá palebná síla je zesílená teplem.
zts21522e	Gravitaèní Pole
zts21523e	Aktivuje silné gravitaèní pole.
zts21524e	Gravitaèní Následky
zts21525e	Jsi uvnitø gravitaèního pole.
zts21526e	Hyper-Gravitace
zts21527e	Zvyšuje sílu gravitaèní koule. Mùe zpùsobit pøetíení.
zts21528e	Antigravitaèní Pole
zts21529e	Antigravitaèní pole díky kterému se èást pøijatého poškození odeète v MP namísto v HP.
zts21530e	Antigravitaèní Odraz
zts21531e	Antigravitace odráí všechny útoky.
zts21532e	Reakèní Antigravitaèní Pole
zts21533e	Antigravitaèní pole automaticky reaguje na nepøátelské útoky.
zts21534e	Nulová Gravitace
zts21535e	Jsi zvyklı na úèinky stavu beztíe.
zts21536e	Zmítání
zts21537e	Pohybuješ se neohrabanì, jeliko nejsi zvyklı na úèinky stavu beztíe.
zts21538e	Váné Gravitaèní Následky
zts21539e	Jsi uvnitø silného gravitaèního pole.
zts21540e	Tankování
zts21541e	Mìní magickou sílu v palivo pro robotické pae.
zts21542e	Magické Dobíjení
zts21543e	Zastaví tankování a dobíjí na chvíli draèí magii.
zts21544e	Zemské Vibrace
zts21545e	Frontální Blok
zts21546e	Nepøátelské útoky jsou blokovány masivními Drakonijskımi paemi.
zts21547e	Magická Bariéra
zts21548e	Magická energie robotickıch paí chrání pøed útoky nepøátel.
zts21549e	Rozdrcené Tìlo
zts21550e	Tvé kosti byly roztøíštìny tìkım úderem.
zts21551e	Zuøivı Útok
zts21552e	Cíl je pod neustálım útokem.
zts21553e	Magickı Šok
zts21554e	Silná draèí magie má na Tvé tìlo devastaèní úèinek.
zts21555e	Vylepšená Magická Bariéra
zts21556e	Pøebytek Paliva
zts21557e	Dostatek paliva na zlepšení vıkonu.
zts21558e	Vylepšenı Pøebytek Paliva
zts21559e	Pøetíené Gravitaèní Pole
zts21560e	Máš pøíliš mnoho gravitaèní energie.
zts21561e	Pøetíené Antigravitaèní Pole
zts21562e	Máš pøíliš mnoho antigravitaèní energie.
zts21563e	Dostatek paliva na zlepšení vıkonu. Pokud bude palivo spotøebováno, bude tento efekt nahrazen efektem [Pøebytek Paliva].
zts21564e	Ochrana Antického Ledového Draka
zts21565e	Mìl by ses pøesunout do modré oblasti.
zts21566e	Ochrana Antického Ohnivého Draka
zts21567e	Mìl by ses pøesunout do èervené oblasti.
zts21568e	Ochrana Antického Sluneèního Draka
zts21569e	Mìl by ses pøesunout do luté oblasti.
zts21570e	Ochrana Antického Mìsíèního Draka
zts21571e	Mìl by ses pøesunout do èerné oblasti.
zts21572e	Drakonijskı Odrazovı Štít
zts21573e	Dodateènı, velice silnı Drakonijskı Štít, kterı nicménì vydrí jen krátkou dobu.
zts21574e	Tajemná Síla Ancelloan
zts21575e	Protéká Tebou tajemná síla Ancelloan.
zts21576e	Mùeš se stìí hıbat kvùli tøesoucí se zemi.
zts21577e	Nálo Dárkù
zts21578e	Zpomaluje Tì velké mnoství dárkù.
zts21579e	Perníkovı Box
zts21580e	Osvojuješ si bojovı postoj Perníkového Panáèka.
zts21581e	Perníková Støelba
zts21582e	Máš pøesnost Perníkového Panáèka.
zts21583e	Perníková Magie
zts21584e	Máš magickou sílu Perníkového Panáèka.
zts21585e	Králièí Novoroèní Poehnání
zts21586e	Inkoustové Brnìní
zts21587e	Magické brnìní z èerného inkoustu, které Tì chrání.
zts21588e	Stínové Zranìní
zts21589e	Energie temnıch stínù zpùsobuje hluboké zranìní.
zts21590e	Poehnání Èerného Inkoustového Králíka
zts21591e	Stínová Energie
zts21592e	Protéká Tebou stínová energie.
zts21593e	Sladká Èokoláda
zts21594e	Sladká èokoláda Ti dodá energii.
zts21595e	Neznámé Plísòové Onemocnìní
zts21596e	Poehnání Zlaté Houby
zts21597e	Míra zásahu a HP jsou sníeny.
zts21598e	Svatá Energie posiluje Tvé tìlo.
zts21599e	Smrt èíhá.
zts21600e	Závod Se Smrtí
zts21601e	Nikdo neunikne smrti.
zts21602e	Svaté Zesílení
zts21603e	Protéká Tebou svatá energie.
zts21604e	Síla Svatého Totemu
zts21605e	Síla svatého totemu zesiluje Tvé zbranì.
zts21606e	Záøivé Svìtlo
zts21607e	Svìtlo pùsobí poškození høíšníkùm.
zts21608e	Slabá Svatá Síla
zts21609e	Síla svatého svìtla se zvìtšuje.
zts21610e	Probuzená Svatá Síla
zts21611e	Nespoutaná Svatá Síla
zts21612e	Ospalost
zts21613e	Pøemáhá Tì únava, a proto se nemùeš bránit.
zts21614e	Svatı Totem
zts21615e	Totem ve tvaru køíe.
zts21616e	Svaté Brnìní
zts21617e	Chrání Tì posvátnı štít.
zts21618e	Neznámé plísòové onemocnìní.
zts21619e	Zesílenı Draèí Dech
zts21620e	Silnı draèí oheò posiluje zbraò.
zts21621e	Slabé Osvícení
zts21622e	Slabé Boí Poehnání
zts21623e	Iluze (PvP)
zts21624e	Slabá Temná Hniloba
zts21625e	Temná energie zpùsobuje hnití duše.
zts21626e	Temná Hniloba
zts21627e	Agresivní Postoj
zts21628e	Mazlíèek je pøipraven k boji.
zts21629e	Agresivní Postoj 1
zts21630e	Agresivní Postoj 2
zts21631e	Agresivní Postoj 3
zts21632e	Utrpìl jsi Ztrátu Vìdomí a nemùeš nic dìlat.
zts21633e	Ztráta Vìdomí 1
zts21634e	Ztráta Vìdomí 3
zts21635e	Ztráta Vìdomí 5
zts21636e	Obrannı Postoj
zts21637e	Mazlíèek je pøipraven se bránit.
zts21638e	Obrannı Postoj 1
zts21639e	Obrannı Postoj 2
zts21640e	Obrannı Postoj 3
zts21641e	První Pomoc
zts21642e	Tvé tìlo se uzdravuje.
zts21643e	Agresivní Postoj 4
zts21644e	Agresivní Postoj 5
zts21645e	Agresivní Postoj 6
zts21646e	Obrannı Postoj 4
zts21647e	Obrannı Postoj 5
zts21648e	Obrannı Postoj 6
zts21649e	První Pomoc 1
zts21650e	První Pomoc 2
zts21651e	První Pomoc 3
zts21652e	První Pomoc 4
zts21653e	První Pomoc 5
zts21654e	První Pomoc 6
zts21655e	Pokroèilé Extrahování Esence
zts21656e	S touto pokroèilou schopností mùeš získat více ne jednu esenci.
zts21657e	Prásknutí Bièem
zts21658e	Práskneš svım bièem.
zts21659e	Stromová Køídla
zts21660e	Efekt Stromovıch Køídel
zts21661e	Vìtev Matky Pøírody
zts21662e	Jsi plnı síly Matky Pøírody.
zts21663e	Kletba Matky Pøírody
zts21664e	Prokletı Matkou Pøírodou.
zts21665e	Speciální Jed (F)
zts21666e	Jsi otrávenı.
zts21667e	Speciální Jed (E)
zts21668e	Speciální Jed (D)
zts21669e	Speciální Jed (C)
zts21670e	Speciální Jed (B)
zts21671e	Speciální Jed (A)
zts21672e	Speciální Jed (S)
zts21673e	Svazující Réva (F)
zts21674e	Nemùeš se kvùli révì hıbat.
zts21675e	Svazující Réva (E)
zts21676e	Svazující Réva (D)
zts21677e	Svazující Réva (C)
zts21678e	Svazující Réva (B)
zts21679e	Svazující Réva (A)
zts21680e	Svazující Réva (S)
zts21681e	Škrtící Réva (F)
zts21682e	Réva Ti znemoòuje dıchat.
zts21683e	Škrtící Réva (E)
zts21684e	Škrtící Réva (D)
zts21685e	Škrtící Réva (C)
zts21686e	Škrtící Réva (B)
zts21687e	Škrtící Réva (A)
zts21688e	Škrtící Réva (S)
zts21689e	Smrtící Semínka (F)
zts21690e	Parazitická semínka se šíøí Tvım tìlem.
zts21691e	Smrtící Semínka (E)
zts21692e	Smrtící Semínka (D)
zts21693e	Smrtící Semínka (C)
zts21694e	Smrtící Semínka (B)
zts21695e	Smrtící Semínka (A)
zts21696e	Smrtící Semínka (S)
zts21697e	Zesilující Réva
zts21698e	Réva krade sílu od protivníkù.
zts21699e	V doprovodu Lesního Elfího Lukostøelce Forgy (F)
zts21700e	V doprovodu Lesního Elfího Lukostøelce Forgy (E)
zts21701e	V doprovodu Lesního Elfího Lukostøelce Forgy (D)
zts21702e	V doprovodu Lesního Elfího Lukostøelce Forgy (C)
zts21703e	V doprovodu Lesního Elfího Lukostøelce Forgy (B)
zts21704e	V doprovodu Lesního Elfího Lukostøelce Forgy (A)
zts21705e	V doprovodu Lesního Elfího Lukostøelce Forgy (S)
zts21706e	Jsi vánì ranìn a ztrácíš krev.
zts21707e	Poehnání Lovné Ryby
zts21708e	Byl jsi omráèen Elektrickım Šokem.
zts21709e	Poehnání Medúzy
zts21710e	Fotonová Absorpce
zts21711e	Proliferaèní Efekty
zts21712e	Kontaminovaná Rána
zts21713e	Kvùli kontaminaci v ránì se nemùeš témìø pohnout.
zts21714e	Zneèištìná Voda
zts21715e	Byl jsi otráven zneèištìnou vodou.
zts21716e	Vinoucí Réva
zts21717e	Omotává Tì Pollutusova réva.
zts21718e	Vìzení Zneèištìné Vody
zts21719e	Nesmrtelné Tìlo
zts21720e	Vylepšení Zbranì
zts21721e	Vylepšení Pancéøového Brnìní
zts21722e	Vylepšení Generátoru
zts21723e	Nadstandardní Štítovı Modul
zts21724e	Nouzová Oprava
zts21725e	Zesílení Zbranì
zts21726e	Zesílení Brnìní
zts21727e	Rychlı Pohyb
zts21728e	Štítovı Modul
zts21729e	Nouzové Obnovení
zts21730e	Natrená Rána
zts21731e	Poškození Explozí
zts21732e	Cíl Odhalen!
zts21733e	Elektrickı Šok!
zts21734e	Silnı Elektrickı Šok!
zts21735e	Bomba s Detektorem Pohybu
zts21738e	Buff k 16. Vıroèí
zts21739e	Jemnı a Nadıchanı
zts21740e	Poehnání Èokoládového Dortu k 16. Vıroèí
zts21741e	Poehnání Duhového Dortu k 16. Vıroèí
zts21742e	Dortová Párty
zts21743e	Dortovı Fanda
zts21744e	Poehnání Snìhulákovy Hlavy
zts21745e	Poehnání Snìhulákovy Hlavy.
zts21746e	Silnı Herbicid
zts21747e	Vysoce efektivní proti révì.
zts21748e	Silnı Herbicid
zts21749e	Roztrení Brnìní
zts21750e	Rotující èepel trhá brnìní na èásti.
zts21751e	Silné Propíchnutí
zts21752e	Rychlı šíp propíchne cíl.
zts21753e	Onemocnìní Metabolismu
zts21754e	Metabolismus je zpomalenı a dìlá divné vìci.
zts21755e	Šok Elektøinou
zts21756e	Zásah silnım elektrickım šokem.
zts21757e	Zásah Slabiny
zts21758e	Zásah pøesnım vıstøelem z kuše.
zts21759e	Šok Párou
zts21760e	Šok parní èepelí.
zts21761e	Šok Mysli
zts21762e	Energetickı tok do mozku je pøerušen.
zts21763e	Hydraulickı Kloub
zts21764e	Operuje se silou hydraulického stroje.
zts21765e	Muèivé Utrpení
zts21766e	Bandité jsou na bolest zvyklí.
zts21767e	Poehnání Páry
zts21768e	Poehnání silou páry.
zts21769e	Mechanická Obrana
zts21770e	Mechanické bojové umìní pøipomínající pohyb stroje.
zts21771e	Steampunková Køídla
zts21772e	Rezavé Pøevody
zts21773e	Rezavé pøevody nefungují správnì.
zts21774e	Jako Hodinky!
zts21775e	Chodí jako hodinky!
zts21776e	Perfektní Štít
zts21777e	Tento silnı štít chrání pøed veškerım útoènım poškozením. Zmizí po odebrání všech modulù.
