# Çü½Ä
# S ¿ùµå¸Ê¹øÈ£
# D ÀÎµ¦½º XÁÂÇ¥ YÁÂÇ¥ ÀÌ¸§
# D ÀÎµ¦½º XÁÂÇ¥ YÁÂÇ¥ ÀÌ¸§
# .....
# E
S 1
D 1 516 349 zts46e
D 2 550 352 zts47e
D 3 701 406 zts48e
D 4 530 284 zts1e
D 5 550 272 zts53e
D 6 529 220 zts2e
D 7 435 232 zts3e
D 8 414 257 zts54e
D 9 402 207 zts55e
D 10 540 172 zts21e
D 11 494 140 zts12e
D 12 587 160 zts56e
D 13 567 77 zts6e
D 14 597 84 zts15e
D 15 540 71 zts57e
D 16 544 47 zts58e
D 17 621 57 zts59e
D 18 609 72 zts60e
D 19 565 45 zts61e
D 21 289 26 zts63e
D 22 238 51 zts64e
D 23 276 51 zts61e
D 24 319 51 zts65e
D 25 331 26 zts66e
D 26 318 72 zts67e
D 27 305 26 zts68e
D 28 361 52 zts69e
D 29 347 26 zts70e
D 30 373 26 zts71e
D 31 360 72 zts72e
D 32 384 137 zts73e
D 37 385 119 zts74e
D 38 384 157 zts75e
D 39 352 137 zts76e
D 44 321 137 zts77e
D 45 289 137 zts78e
D 48 261 137 zts137e
D 49 322 118 zts79e
D 50 353 157 zts80e
D 51 662 159 zts8e
D 52 700 162 zts9e
D 53 682 129 zts10e
D 54 708 110 zts29e
D 55 849 113 zts8e
D 56 912 113 zts9e
D 57 879 77 zts10e
D 58 838 132 zts27e
D 59 824 113 zts84e
D 60 850 149 zts85e
D 61 838 96 zts86e
D 62 801 113 zts87e
D 63 814 96 zts88e
D 64 827 149 zts89e
D 65 873 149 zts28e
D 66 856 77 zts30e
D 67 902 77 zts29e
D 68 865 32 zts90e
D 69 865 54 zts37e
D 70 934 140 zts91e
D 71 950 86 zts92e
D 72 937 117 zts93e
D 73 932 50 zts32e
D 74 936 164 zts23e
D 75 954 39 zts94e
D 76 953 61 zts95e
D 77 913 163 zts96e
D 78 968 74 zts97e
D 79 970 98 zts98e
D 80 958 140 zts99e
D 81 635 349 zts33e
D 82 672 358 zts34e
D 83 661 340 zts35e
D 84 649 325 zts36e
D 85 592 350 zts38e
D 86 573 323 zts39e
D 87 586 306 zts41e
D 88 861 359 zts100e
D 89 938 359 zts101e
D 90 875 349 zts102e
D 91 923 350 zts103e
D 92 900 347 zts44e
D 93 864 335 zts49e
D 94 936 335 zts49e
D 95 830 400 zts45e
D 96 830 363 zts104e
D 97 968 400 zts50e
D 98 969 370 zts105e
D 99 965 282 zts52e
D 100 967 258 zts106e
D 101 857 605 zts107e
D 102 659 608 zts108e
D 103 661 556 zts109e
D 104 691 516 zts110e
D 105 563 597 zts111e
D 106 558 539 zts112e
D 107 604 502 zts113e
D 108 563 643 zts114e
D 109 541 681 zts115e
D 110 457 606 zts116e
D 111 285 585 zts117e
D 112 300 632 zts118e
D 113 326 678 zts119e
D 114 175 578 zts120e
D 115 89 570 zts121e
D 116 151 627 zts122e
D 117 96 679 zts123e
D 118 214 521 zts124e
D 119 137 481 zts125e
D 120 222 466 zts126e
D 121 262 448 zts127e
D 122 611 468 zts128e
D 123 631 495 zts129e
D 124 111 470 zts130e
D 125 139 453 zts131e
D 126 96 701 zts132e
D 127 70 683 zts133e
D 128 895 57 zts134e
D 129 649 462 zts135e
D 130 853 261 zts138e
D 131 874 249 zts139e
D 132 407 532 zts210e
D 133 391 456 zts211e
D 134 188 272 zts212e
D 135 220 307 zts213e
D 136 154 306 zts214e
D 137 188 307 zts215e
D 138 188 339 zts216e
D 139 155 340 zts217e
D 140 221 340 zts218e
D 141 188 375 zts219e
D 142 137 272 zts220e
D 143 136 328 zts221e
D 144 136 376 zts222e
S 2
D 145 399 154 zts16497e
D 146 400 174 zts16498e
D 147 446 190 zts16499e
D 148 446 216 zts16500e
D 149 399 242 zts16501e
D 150 399 132 zts16502e
D 151 446 116 zts16503e
D 152 446 89 zts16504e
D 153 400 63 zts16505e
D 154 353 190 zts16506e
D 155 353 214 zts16507e
D 156 352 115 zts16508e
D 157 352 90 zts16509e
D 158 628 159 zts16510e
D 159 705 149 zts16511e
D 160 588 171 zts16512e
D 161 725 119 zts16513e
D 162 668 145 zts16514e
D 163 687 115 zts16515e
D 164 810 615 zts16516e
D 165 260 631 zts16517e
D 166 645 516 zts16518e
D 167 615 577 zts16519e
D 168 590 631 zts16520e
D 169 734 593 zts16521e
D 170 757 553 zts16522e
D 171 721 640 zts16523e
D 172 625 640 zts16524e
D 173 812 653 zts16525e
D 174 899 654 zts16526e
D 175 810 565 zts16527e
D 176 810 516 zts16528e
D 177 295 508 zts16529e
D 178 900 175 zts16530e
D 179 938 192 zts16531e
D 180 967 207 zts16532e
D 181 966 225 zts16533e
D 182 908 139 zts16534e
D 183 916 108 zts16535e
D 184 934 075 zts16536e
D 185 887 187 zts16537e
D 186 876 199 zts16538e
D 187 862 213 zts16539e
D 188 826 218 zts16540e
D 189 801 230 zts16541e
D 190 782 238 zts16542e
D 191 850 169 zts16543e
D 192 753 235 zts16544e
E
