# Act Data
#===================================
Data 1 1 1 10
Data 2 1 2 6
Data 3 1 3 8
Data 4 1 4 10
Data 5 1 5 6
Data 6 1 6 6
Data 7 2 1 3
Data 8 2 2 2
Data 9 2 3 3
Data 10 2 4 3
Data 11 2 5 1
Data 12 2 6 1
Data 13 3 1 2
Data 14 3 2 3
Data 15 3 3 2
Data 16 3 4 3
Data 17 3 5 3
Data 18 3 6 2
Data 19 4 1 1
Data 20 5 1 2
Data 21 6 1 1
Data 22 7 1 10
Data 23 7 2 5
Data 24 8 1 8
end
#==================================#
# Title
A	1	zts1e
A	2	zts2e
A	3	zts3e
A	4	zts4e
A	5	zts5e
A	6	zts3290e
A	7	zts3291e
A	8	zts3292e
~
