# NosTale NPC Talk List Files by idylos
% 1
t zts1e
s 0
c <list>
c <end>
b zts3677e  . shopping 3 0
b zts7087e  . n_run 14 0
b zts3678e  . n_talk 1 0
b zts4759e  . n_run 3000 0
b zts4760e  . n_talk 100 0
s 1
c <sound=100>
c <img=5001>
c zts14e
c <end>
b zts15e  . n_talk 2 0
b zts16e  . n_talk 3 0
b zts17e  . n_talk 5 0
b zts18e  . n_talk 6 0
b zts13e  . n_talk 100 0
s 2
c <img=5001>
c <sound=101>
c zts19e
c <sound=102>
c zts20e
c <sound=103>
c zts21e
c <img ilst=-1>	zts22e
c <sound=104>
c zts23e
c <sound=105>
c zts24e
c <sound=106>
c zts25e
c <sound=107>
c zts26e
c <end>
b zts27e  . n_talk 1 0
s 3
c <img=5001>
c <sound=108>
c zts28e
c <img ilst=-1>	zts29e
c <sound=109>
c zts30e
c <sound=110>
c zts31e
c <img ilst=-1>	zts32e
c <sound=111>
c zts33e
c <sound=112>
c zts34e
c <end>
b zts35e  . n_talk 1 0
s 4
c <img=5001>
c <sound=113>
c zts36e
c <end>
b zts37e  . shopping 10 0
b zts38e  . shopping 11 0
b zts39e  . shopping 12 0
s 5
c <img=5001>
c <sound=114>
c zts40e
c <sound=115>
c zts41e
c <sound=116>
c zts42e
c <sound=117>
c zts43e
c <sound=118>
c zts44e
c <sound=119>
c zts45e
c <sound=120>
c zts46e
c <end>
b zts27e  . n_talk 100 0
s 6
c <img=5001>
c <sound=121>
c zts47e
c <img ilst=-1>	zts48e
c <sound=122>
c zts49e
c <sound=123>
c zts50e
c <sound=124>
c zts51e
c <end>
b zts52e  . n_talk 0 0
% 2
t zts53e
s 0
c <list>
c <end>
b zts4761e  . shopping 4 0
b zts3678e  . n_talk 1 0
b zts4759e  . n_run 3000 0
b zts3680e  . n_talk 100 0
s 1
c <img=5002>
c <sound=217>
c zts4762e
c <end>
b zts62e  . n_talk 2 0
s 2
c <img=5002>
c <sound=125>
c zts64e
c <sound=126>
c zts65e
c <img ilst=-1>	zts66e
c <sound=127>
c zts67e
c <img ilst=-1>	zts68e
c <sound=128>
c zts69e
c <img ilst=-1>	zts70e
c <sound=220>
c zts71e
c <sound=129>
c zts72e
c <end>
% 3
t zts74e
s 0
c <list>
c <end>
b zts3677e  . shopping 1 0
b zts4763e  . n_talk 6 0
b zts4764e  . n_talk 8 0
b zts12802e  . n_talk 18 0&@
b zts3678e  . n_talk 2 0
b zts4765e  . n_run 3000 0
b zts5165e  . n_talk 11 0&@JP T_JP
b zts7383e  . n_talk 12 0&@KR T_KR
b zts7767e  . n_talk 14 0&@
b zts4760e  . n_talk 100 0
s 1
c <end>
s 2
c <img=5000>
c <sound=130>
c zts102e
c <end>
b zts104e  . n_talk 4 0
b zts13e  . n_talk 100 0
s 3
c <end>
b zts101e  . n_talk 100 0
s 4
c <img=5000>
c <sound=131>
c zts119e
c <sound=132>
c zts120e
c <img ilst=-1>	zts121e
c <sound=133>
c zts122e
c <sound=134>
c zts123e
c <img ilst=-1>	zts124e
c <sound=135>
c zts125e
c <sound=136>
c zts126e
c <img ilst=-1>	zts127e
c <sound=137>
c zts128e
c <img ilst=-1>	zts129e
c <sound=138>
c zts130e
c <end>
b zts101e  . n_talk 100 0
s 5
c <img=5000>
c <sound=139>
c zts131e
c <end>
b zts132e  . n_run 1 1
b zts133e  . n_run 1 2
b zts134e  . n_run 1 3
b zts101e  . n_talk 100 0
s 6
c <img=5000>
c <sound=140>
c zts135e
c <sound=141>
c zts136e
c <img ilst=-1>zts137e
c <sound=142>
c zts138e
c <img ilst=-1>zts139e
c <sound=144>
c zts140e
c <img ilst=-1>zts139e
c <sound=145>
c zts141e
c <end>
b zts142e  . n_talk 5 0
b zts143e  . n_talk 100 0
s 8
c <img=5000>
c <sound=146>
c zts156e
c <sound=147>
c zts157e
c <end>
b zts158e  . n_run 23 0
b zts159e  . n_run 23 1
b zts160e  . n_talk 9 0
b zts161e  . n_talk 10 0
b zts162e  . n_talk 100 0
s 9
c <img=5000>
c <sound=149>
c zts163e
c <sound=150>
c zts164e
c <sound=151>
c zts165e
c <sound=152>
c zts166e
c <sound=153>
c zts167e
c <end>
b zts168e  . n_talk 8 0
s 10
c <img=5000>
c <sound=154>
c zts169e
c <sound=155>
c zts170e
c <sound=156>
c zts171e
c <sound=157>
c zts172e
c <sound=158>
c zts5695e
c <sound=159>
c zts174e
c <sound=160>
c zts175e
c <sound=161>
c zts176e
c <sound=162>
c zts177e
c <sound=163>
c zts178e
c <end>
b zts168e  . n_talk 8 0
s 11
c zts5166e
c zts5167e
c zts5168e
c zts5169e
c zts5170e
c zts5171e
c zts5172e
c <end>
b zts5173e  . n_run 31 5
b zts101e  . n_talk 100 0
s 12
c <img=5000>
c <img ilst=300>	zts7384e
c <img=9999>
c <end>
b zts7385e  . n_run 155 0
b zts7386e  . n_talk 100 0
s 13
c <img=5000>
c <img ilst=300>	zts7755e
c <img ilst=300>	zts7756e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts7757e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts7758e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts7759e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts7760e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts7761e
c <img ilst=300>	zts7762e
c <img ilst=300>	zts7763e
c <img ilst=300>	zts7764e
c <img=9999>
c <end>
b zts7765e  . n_run 31 12
b zts7766e  . n_talk 100 0
s 14
c <img=5000>
c <img ilst=300>	zts7768e
c <img ilst=300>	zts7769e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts7770e
c <img=9999>
c <end>
b zts7771e  . n_talk 15
b zts7772e  . n_talk 16
b zts7773e  . n_talk 17
b zts7766e  . n_talk 100 0
s 15
c <img=5000>
c <img ilst=300>	zts7774e
c <img ilst=300>	zts7775e
c <img=9999>
c <end>
b zts7776e  . n_run 42 0
b zts7766e  . n_talk 100 0
s 16
c <img=5000>
c <img ilst=300>	zts7777e
c <img=9999>
c <end>
b zts7776e  . n_run 43 0
b zts7766e  . n_talk 100 0
s 17
c <img=5000>
c <img ilst=300>	zts7778e
c <img=9999>
c <end>
b zts7776e  . n_run 44 0
b zts7766e  . n_talk 100 0
s 18
c <img=5000>
c <img ilst=300>	zts12806e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12807e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12808e
c <img=9999>
c <end>
b zts12809e  . n_talk 19 0
b zts12810e  . n_talk 20 0
b zts12811e  . n_talk 21 0
b zts3680e  . n_talk 100 0
s 19
c <img=5000>
c <img ilst=300>	zts12812e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12813e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12814e
c <img=9999>
c <end>
b zts12815e  . n_talk 18 0
s 20
c <img=5000>
c <img ilst=300>	zts12816e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12817e
c <img=9999>
c <end>
b zts12818e  . n_run 6009 0
b zts12819e  . n_talk 100 0
s 21
c <img=5000>
c <img ilst=300>	zts12820e
c <img=9999>
c <img=5000>
c <img ilst=300>	zts12821e
c <img=9999>
c <end>
b zts12822e  . n_run 6010 0
b zts12819e  . n_talk 100 0
% 4
t zts179e
s 0
c <list>
c <end>
b zts4766e  . shopping 2 0
b zts3678e  . n_talk 2 0
b zts4760e  . n_talk 100 0
s 1
c <end>
s 2
c <img=5003>
c <sound=164>
c zts191e
c <end>
b zts192e  . n_talk 3 0
b zts193e  . n_talk 6 0
b zts194e  . n_talk 10 0
b zts195e  . n_talk 23 0
b zts13e  . n_talk 100 0
s 3
c <img=5003>
c <sound=165>
c zts196e
c <sound=166>
c zts197e
c <img ilst=-1>	zts198e
c <sound=167>
c zts199e
c <img ilst=-1>	zts200e
c <sound=168>
c zts201e
c <sound=169>
c zts202e
c <end>
b zts168e  . n_talk 2 0
s 6
c <img=5003>
c <sound=170>
c zts203e
c <sound=171>
c zts204e
c <img ilst=-1>	zts205e
c <sound=172>
c zts206e
c <sound=173>
c zts207e
c <end>
b zts168e  . n_talk 2 0
s 10
c <img=5003>
c <sound=174>
c zts208e
c <sound=175>
c zts209e
c <img ilst=-1>	zts210e
c <sound=176>
c zts211e
c <sound=177>
c zts212e
c <img ilst=-1>	zts213e
c <sound=178>
c zts214e
c <img ilst=-1>	zts215e
c <sound=179>
c zts216e
c <end>
b zts168e  . n_talk 2 0
s 23
c <img=5003>
c <sound=180>
c zts217e
c <sound=181>
c zts218e
c <sound=182>
c zts219e
c <sound=183>
c zts220e
c <sound=184>
c zts221e
c <end>
b zts168e  . n_talk 2 0
% 5
t zts5143e
s 0
c <list>
c <end>
b zts4766e  . shopping 2 0
b zts4760e  . n_talk 100 0
% 6
t zts222e
s 0
c <sound=219>
c <list>
c <end>
b zts3677e  . shopping 7 0
b zts7959e  . n_talk 2 0&@
b zts7966e  . n_talk 3 0&@
b zts8186e  . n_talk 4 0&@
b zts8190e  . n_talk 5 0&@KR T_KR
b zts3680e  . n_talk 100 0
s 1
c <img=5004>
c zts7093e
c <img=9999>
c <end>
b zts7091e  . n_run 31 8
b zts7092e  . n_talk 100 0
s 2
c <img=5004>
c <img ilst=305>	zts7960e
c <img=9999>
c <img=5004>
c <img ilst=305>	zts7961e
c <img=9999>
c <img=5004>
c <img ilst=305>	zts7965e
c <img=9999>
c <end>
b zts7963e  . n_run 40 0
b zts7964e  . n_talk 100 0
s 3
c <img=5004>
c <img ilst=305>	zts7967e
c <img=9999>
c <img=5004>
c <img ilst=305>	zts7968e
c <img=9999>
c <img=5004>
c <img ilst=305>	zts7969e
c <img=9999>
c <end>
b zts7970e  . n_run 40 0
b zts7971e  . n_talk 100 0
s 4
c <img=5004>
c zts8187e
c <img=9999>
c <end>
b zts8188e  . n_run 46 0
b zts8189e  . n_talk 100 0
s 5
c <img=5004>
c <img ilst=305>	zts8191e
c <img=9999>
c <img=5004>
c <img ilst=305>	zts8192e
c <img=9999>
c <img=5004>
c <img ilst=305>	zts8193e
c <img=9999>
c <img=5004>
c <img ilst=305>	zts8194e
c <img=9999>
c <end>
b zts8195e  . n_run 47 0
b zts8196e  . n_talk 100 0
% 9
t zts233e
s 0
c <sound=218>
c <list>
c <end>
b zts3677e  . shopping 6 0
b zts7973e  . n_talk 2 0&@
b zts8190e  . n_talk 3 0&@KR T_KR
b zts3680e  . n_talk 100 0
s 1
c zts5946e
c zts5947e
c zts5948e
c zts5949e
c zts5950e
c zts5951e
c zts5952e
c zts5953e
c <end>
b zts5954e  . n_run 31 7
b zts3680e  . n_talk 100 0
s 2
c <img=5006>
c zts7974e
c <img=9999>
c <img=5006>
c zts7975e
c <img=9999>
c <end>
b zts7976e  . n_run 41 0
b zts7977e  . n_talk 100 0
s 3
