# Çü½Ä
# S ¿ùµå¸Ê¹øÈ£
# D ÀÎµ¦½º XÁÂÇ¥ YÁÂÇ¥ ÀÌ¸§
# D ÀÎµ¦½º XÁÂÇ¥ YÁÂÇ¥ ÀÌ¸§
# .....
# E
S 1
D 1 173 590 zts1e
D 2 111 533 zts2e
D 3 61 475 zts3e
D 4 183 450 zts21e
D 5 128 333 zts6e
D 6 158 298 zts22e
D 7 114 206 zts8e
D 8 287 238 zts9e
D 9 234 109 zts10e
D 10 451 295 zts23e
D 11 243 305 zts5e
D 12 71 410 zts12e
D 15 187 398 zts15e
D 16 153 149 zts31e
D 17 345 258 zts31e
D 18 221 200 zts32e
D 19 52 219 zts27e
D 20 265 92 zts29e
D 22 94 142 zts30e
D 23 143 188 zts26e
D 24 502 356 zts33e
D 25 550 370 zts34e
D 26 553 322 zts35e
D 27 435 339 zts36e
D 28 211 80 zts37e
D 29 321 450 zts38e
D 30 250 450 zts39e
D 31 269 419 zts42e
D 32 345 322 zts41e
D 33 320 365 zts40e
D 34 802 523 zts43e
D 35 831 492 zts49e
D 36 847 443 zts45e
D 37 299 674 zts46e
D 38 298 585 zts47e
D 39 598 570 zts48e
D 40 891 507 zts44e
E
